,id,breed,classification,sex,watch_tv,iq,hours_watched
7048,E81441,Old English Sheepdog,Fair Working/Obedience Intelligence,Female,Yes,53,37.20755844
7049,00489F,Old English Sheepdog,Fair Working/Obedience Intelligence,Female,Yes,111,71.08340238
7050,0405D7,Old English Sheepdog,Fair Working/Obedience Intelligence,Female,No,25,0
7051,501C4F,Old English Sheepdog,Fair Working/Obedience Intelligence,Male,No,75,0
7052,38B187,Old English Sheepdog,Fair Working/Obedience Intelligence,Female,Yes,53,38.3496875
7053,C49FC9,Old English Sheepdog,Fair Working/Obedience Intelligence,Male,No,43,0
7054,E57578,Old English Sheepdog,Fair Working/Obedience Intelligence,Male,Yes,77,57.73480179
7055,085BF9,Old English Sheepdog,Fair Working/Obedience Intelligence,Male,No,75,0
7056,6B6CE3,Old English Sheepdog,Fair Working/Obedience Intelligence,Male,Yes,85,59.29210354
7057,7206BC,Great Pyrenees,Fair Working/Obedience Intelligence,Female,No,76,0
7058,7700F2,Great Pyrenees,Fair Working/Obedience Intelligence,Female,No,59,0
7059,CD09A4,Great Pyrenees,Fair Working/Obedience Intelligence,Male,Yes,78,54.91065142
7060,4D3AE9,Great Pyrenees,Fair Working/Obedience Intelligence,Female,No,86,0
7061,893056,Great Pyrenees,Fair Working/Obedience Intelligence,Female,No,39,0
7062,8A395F,Great Pyrenees,Fair Working/Obedience Intelligence,Female,Yes,105,67.10221832
7063,4EB6D4,Great Pyrenees,Fair Working/Obedience Intelligence,Female,No,77,0
7064,6DC1E9,Great Pyrenees,Fair Working/Obedience Intelligence,Male,Yes,96,59.83628942
7065,78D05F,Great Pyrenees,Fair Working/Obedience Intelligence,Female,No,54,0
7066,D78B9B,Great Pyrenees,Fair Working/Obedience Intelligence,Male,Yes,75,52.21723905
7067,21F921,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,56,0
7068,9EFFF9,Great Pyrenees,Fair Working/Obedience Intelligence,Female,Yes,84,55.92323584
7069,172919,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,71,0
7070,EDF971,Great Pyrenees,Fair Working/Obedience Intelligence,Female,Yes,111,73.13813202
7071,A388F5,Great Pyrenees,Fair Working/Obedience Intelligence,Female,No,84,0
7072,184261,Great Pyrenees,Fair Working/Obedience Intelligence,Female,No,40,0
7073,0B0143,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,64,0
7074,283AA4,Great Pyrenees,Fair Working/Obedience Intelligence,Male,Yes,61,42.752998
7075,531262,Great Pyrenees,Fair Working/Obedience Intelligence,Female,Yes,118,72.20511875
7076,4079A6,Great Pyrenees,Fair Working/Obedience Intelligence,Male,Yes,56,39.77241534
7077,F9C372,Great Pyrenees,Fair Working/Obedience Intelligence,Male,Yes,91,63.55231649
7078,5B6C69,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,74,0
7079,D95C52,Great Pyrenees,Fair Working/Obedience Intelligence,Female,Yes,112,79.00960666
7080,930CAE,Great Pyrenees,Fair Working/Obedience Intelligence,Female,Yes,93,65.43432707
7081,4AA86A,Great Pyrenees,Fair Working/Obedience Intelligence,Female,Yes,101,69.26190393
7082,BFF835,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,47,0
7083,3A7431,Great Pyrenees,Fair Working/Obedience Intelligence,Male,Yes,85,57.89905043
7084,E446DF,Great Pyrenees,Fair Working/Obedience Intelligence,Male,Yes,94,70.2311899
7085,8E5C9F,Great Pyrenees,Fair Working/Obedience Intelligence,Female,No,87,0
7086,E1B62A,Great Pyrenees,Fair Working/Obedience Intelligence,Female,No,59,0
7087,42902D,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,63,0
7088,B8D29F,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,65,0
7089,CCCE48,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,65,0
7090,7002AF,Great Pyrenees,Fair Working/Obedience Intelligence,Female,Yes,75,49.60447224
7091,5C18D9,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,67,0
7092,C90D57,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,96,0
7093,7C6D33,Great Pyrenees,Fair Working/Obedience Intelligence,Female,No,73,0
7094,8DD255,Great Pyrenees,Fair Working/Obedience Intelligence,Female,Yes,89,59.45651468
7095,C599E0,Great Pyrenees,Fair Working/Obedience Intelligence,Female,No,73,0
7096,3758D2,Great Pyrenees,Fair Working/Obedience Intelligence,Male,Yes,77,52.89524257
7097,2298FD,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,82,0
7098,BF66DD,Great Pyrenees,Fair Working/Obedience Intelligence,Female,Yes,94,55.72296967
7099,9A2431,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,75,0
7100,9403C0,Great Pyrenees,Fair Working/Obedience Intelligence,Female,Yes,110,80.18830864
7101,86A73A,Great Pyrenees,Fair Working/Obedience Intelligence,Female,Yes,77,50.91855497
7102,DFFB0B,Great Pyrenees,Fair Working/Obedience Intelligence,Female,Yes,85,56.44044809
7103,3A1132,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,61,0
7104,77F98C,Great Pyrenees,Fair Working/Obedience Intelligence,Male,Yes,94,64.08362462
7105,01104F,Great Pyrenees,Fair Working/Obedience Intelligence,Female,No,82,0
7106,21B83D,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,49,0
7107,AA945F,Great Pyrenees,Fair Working/Obedience Intelligence,Female,Yes,95,66.57212853
7108,168CA9,Great Pyrenees,Fair Working/Obedience Intelligence,Male,Yes,92,66.23384088
7109,A63F22,Great Pyrenees,Fair Working/Obedience Intelligence,Female,No,46,0
7110,D459FE,Great Pyrenees,Fair Working/Obedience Intelligence,Male,Yes,79,52.89573166
7111,5F5781,Great Pyrenees,Fair Working/Obedience Intelligence,Female,No,89,0
7112,5E6A2E,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,79,0
7113,D8F69A,Great Pyrenees,Fair Working/Obedience Intelligence,Male,Yes,55,40.36442477
7114,343A55,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,72,0
7115,61350B,Great Pyrenees,Fair Working/Obedience Intelligence,Male,Yes,85,53.32465723
7116,CE8EA3,Great Pyrenees,Fair Working/Obedience Intelligence,Male,Yes,50,32.37994347
7117,21D2D5,Great Pyrenees,Fair Working/Obedience Intelligence,Female,Yes,100,62.05489725
7118,2171BC,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,58,0
7119,A25BDE,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,55,0
7120,D0CF7C,Great Pyrenees,Fair Working/Obedience Intelligence,Female,No,49,0
7121,924307,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,89,0
7122,497109,Great Pyrenees,Fair Working/Obedience Intelligence,Male,Yes,91,63.63116301
7123,385FF6,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,79,0
7124,DF1C8F,Great Pyrenees,Fair Working/Obedience Intelligence,Male,Yes,80,53.55585903
7125,2996CE,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,105,0
7126,3D18DD,Great Pyrenees,Fair Working/Obedience Intelligence,Male,Yes,73,46.94304299
7127,685D2C,Great Pyrenees,Fair Working/Obedience Intelligence,Male,Yes,107,69.54349139
7128,FB2947,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,68,0
7129,109189,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,67,0
7130,C2E2EF,Great Pyrenees,Fair Working/Obedience Intelligence,Female,Yes,79,43.62606333
7131,31C4E9,Great Pyrenees,Fair Working/Obedience Intelligence,Female,Yes,85,51.22798628
7132,92EAC9,Great Pyrenees,Fair Working/Obedience Intelligence,Female,Yes,80,56.12987906
7133,5A5EB8,Great Pyrenees,Fair Working/Obedience Intelligence,Male,Yes,80,56.47436527
7134,F7D243,Great Pyrenees,Fair Working/Obedience Intelligence,Male,No,80,0
7135,EDF5A5,Scottish Terrier,Fair Working/Obedience Intelligence,Male,Yes,66,41.45231866
7136,6B04A5,Scottish Terrier,Fair Working/Obedience Intelligence,Male,Yes,57,34.53068269
7137,F887FA,Scottish Terrier,Fair Working/Obedience Intelligence,Female,Yes,70,48.67818564
7138,875065,Scottish Terrier,Fair Working/Obedience Intelligence,Female,Yes,84,58.9434115
7139,37548C,Scottish Terrier,Fair Working/Obedience Intelligence,Male,No,82,0
7140,42CCA8,Scottish Terrier,Fair Working/Obedience Intelligence,Male,No,83,0
7141,CF4C25,Scottish Terrier,Fair Working/Obedience Intelligence,Male,Yes,59,38.5004131
7142,57515D,Scottish Terrier,Fair Working/Obedience Intelligence,Male,Yes,87,64.79358898
7143,8FC1C8,Scottish Terrier,Fair Working/Obedience Intelligence,Male,No,97,0
7144,51F382,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,70,0
7145,0CAEAB,Scottish Terrier,Fair Working/Obedience Intelligence,Male,Yes,64,39.82940437
7146,99E3BF,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,98,0
7147,81C6F8,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,72,0
7148,E64A17,Scottish Terrier,Fair Working/Obedience Intelligence,Female,Yes,89,57.63767009
7149,B30CD1,Scottish Terrier,Fair Working/Obedience Intelligence,Male,No,86,0
7150,554F13,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,45,0
7151,96C850,Scottish Terrier,Fair Working/Obedience Intelligence,Male,Yes,82,61.32669713
7152,CF70A4,Scottish Terrier,Fair Working/Obedience Intelligence,Male,No,54,0
7153,7FE105,Scottish Terrier,Fair Working/Obedience Intelligence,Male,No,79,0
7154,562D66,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,75,0
7155,781FD4,Scottish Terrier,Fair Working/Obedience Intelligence,Male,No,69,0
7156,3CBBC2,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,78,0
7157,A411F3,Scottish Terrier,Fair Working/Obedience Intelligence,Male,No,89,0
7158,EB7BE7,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,67,0
7159,4C0992,Scottish Terrier,Fair Working/Obedience Intelligence,Female,Yes,91,54.16914509
7160,3577FD,Scottish Terrier,Fair Working/Obedience Intelligence,Female,Yes,105,74.46609254
7161,24F5C3,Scottish Terrier,Fair Working/Obedience Intelligence,Male,Yes,62,47.90693371
7162,313109,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,71,0
7163,9FBA22,Scottish Terrier,Fair Working/Obedience Intelligence,Male,No,64,0
7164,724BA5,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,77,0
7165,B4937F,Scottish Terrier,Fair Working/Obedience Intelligence,Female,Yes,95,71.84733344
7166,717A22,Scottish Terrier,Fair Working/Obedience Intelligence,Male,No,71,0
7167,C85BDC,Scottish Terrier,Fair Working/Obedience Intelligence,Female,Yes,87,63.17284532
7168,94C67E,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,51,0
7169,548C62,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,51,0
7170,E1E3A9,Scottish Terrier,Fair Working/Obedience Intelligence,Female,Yes,83,60.93895535
7171,4CE6A5,Scottish Terrier,Fair Working/Obedience Intelligence,Male,Yes,91,52.23576525
7172,17D4E1,Scottish Terrier,Fair Working/Obedience Intelligence,Male,Yes,73,48.75782996
7173,80712E,Scottish Terrier,Fair Working/Obedience Intelligence,Female,Yes,94,64.38018498
7174,8DD549,Scottish Terrier,Fair Working/Obedience Intelligence,Male,No,60,0
7175,BC09D3,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,75,0
7176,2A5A53,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,99,0
7177,AA5E04,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,70,0
7178,50D871,Scottish Terrier,Fair Working/Obedience Intelligence,Female,Yes,83,53.15451627
7179,6E96AA,Scottish Terrier,Fair Working/Obedience Intelligence,Male,Yes,91,57.20491814
7180,CCD566,Scottish Terrier,Fair Working/Obedience Intelligence,Male,Yes,90,62.75228705
7181,4E0F87,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,83,0
7182,7AF310,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,75,0
7183,79A736,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,71,0
7184,0A585C,Scottish Terrier,Fair Working/Obedience Intelligence,Male,No,60,0
7185,EBDD56,Scottish Terrier,Fair Working/Obedience Intelligence,Male,No,81,0
7186,3E8F8C,Scottish Terrier,Fair Working/Obedience Intelligence,Male,Yes,63,46.46941152
7187,13FDC5,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,86,0
7188,EDBE45,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,103,0
7189,6B40CC,Scottish Terrier,Fair Working/Obedience Intelligence,Female,Yes,130,95.88862736
7190,A16383,Scottish Terrier,Fair Working/Obedience Intelligence,Male,No,39,0
7191,D6F049,Scottish Terrier,Fair Working/Obedience Intelligence,Female,Yes,92,73.49819295
7192,D906E0,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,53,0
7193,2673CE,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,80,0
7194,33B0D1,Scottish Terrier,Fair Working/Obedience Intelligence,Female,Yes,103,67.34188155
7195,BFC996,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,57,0
7196,E23602,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,64,0
7197,63BE7C,Scottish Terrier,Fair Working/Obedience Intelligence,Female,Yes,82,55.56627966
7198,C3A908,Scottish Terrier,Fair Working/Obedience Intelligence,Female,Yes,93,61.49982708
7199,402011,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,69,0
7200,012AA9,Scottish Terrier,Fair Working/Obedience Intelligence,Male,No,60,0
7201,B3425C,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,92,0
7202,B78F3D,Scottish Terrier,Fair Working/Obedience Intelligence,Male,Yes,95,61.78594648
7203,458A87,Scottish Terrier,Fair Working/Obedience Intelligence,Male,No,78,0
7204,BEA8DC,Scottish Terrier,Fair Working/Obedience Intelligence,Female,Yes,117,80.11200391
7205,D32709,Scottish Terrier,Fair Working/Obedience Intelligence,Male,No,103,0
7206,3F74CF,Scottish Terrier,Fair Working/Obedience Intelligence,Male,Yes,90,66.00589523
7207,97C222,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,61,0
7208,F3B9E7,Scottish Terrier,Fair Working/Obedience Intelligence,Male,Yes,58,43.90802061
7209,339670,Scottish Terrier,Fair Working/Obedience Intelligence,Male,No,56,0
7210,50B7F0,Scottish Terrier,Fair Working/Obedience Intelligence,Female,Yes,81,51.07207892
7211,706C97,Scottish Terrier,Fair Working/Obedience Intelligence,Male,Yes,110,69.70396953
7212,BB749A,Scottish Terrier,Fair Working/Obedience Intelligence,Male,Yes,92,58.59510992
7213,73ECE4,Scottish Terrier,Fair Working/Obedience Intelligence,Female,No,63,0
7214,2490D7,Scottish Terrier,Fair Working/Obedience Intelligence,Male,No,90,0
7215,842AE6,Saint Bernard,Fair Working/Obedience Intelligence,Male,No,84,0
7216,539AC6,Saint Bernard,Fair Working/Obedience Intelligence,Female,No,63,0
7217,DD9BB9,Saint Bernard,Fair Working/Obedience Intelligence,Female,Yes,95,60.99205868
7218,930A28,Saint Bernard,Fair Working/Obedience Intelligence,Male,No,76,0
7219,2.60E+69,Saint Bernard,Fair Working/Obedience Intelligence,Male,Yes,81,54.23700705
7220,BFFD6F,Saint Bernard,Fair Working/Obedience Intelligence,Female,Yes,78,55.52071346
7221,923137,Saint Bernard,Fair Working/Obedience Intelligence,Male,No,58,0
7222,C9D24A,Saint Bernard,Fair Working/Obedience Intelligence,Female,Yes,82,50.30184622
7223,3C5839,Saint Bernard,Fair Working/Obedience Intelligence,Male,Yes,74,54.25727281
7224,723AEB,Saint Bernard,Fair Working/Obedience Intelligence,Male,No,43,0
7225,3A3E6C,Saint Bernard,Fair Working/Obedience Intelligence,Male,No,96,0
7226,2C9489,Saint Bernard,Fair Working/Obedience Intelligence,Female,Yes,99,61.12701276
7227,7A9B0B,Saint Bernard,Fair Working/Obedience Intelligence,Female,No,79,0
7228,0A8624,Saint Bernard,Fair Working/Obedience Intelligence,Female,No,63,0
7229,A75A52,Saint Bernard,Fair Working/Obedience Intelligence,Male,Yes,68,45.43375545
7230,AEE70B,Saint Bernard,Fair Working/Obedience Intelligence,Female,No,80,0
7231,8A18C7,Saint Bernard,Fair Working/Obedience Intelligence,Female,Yes,111,65.62159321
7232,C4F087,Saint Bernard,Fair Working/Obedience Intelligence,Male,Yes,77,55.10289574
7233,EE7095,Saint Bernard,Fair Working/Obedience Intelligence,Male,No,38,0
7234,1B0DA6,Saint Bernard,Fair Working/Obedience Intelligence,Male,No,49,0
7235,75B059,Saint Bernard,Fair Working/Obedience Intelligence,Male,Yes,88,60.04801427
7236,D8CC44,Saint Bernard,Fair Working/Obedience Intelligence,Female,Yes,132,87.26271739
7237,3AA260,Saint Bernard,Fair Working/Obedience Intelligence,Female,No,56,0
7238,2E842B,Saint Bernard,Fair Working/Obedience Intelligence,Female,No,104,0
7239,401B92,Saint Bernard,Fair Working/Obedience Intelligence,Male,Yes,93,64.425975
7240,839406,Saint Bernard,Fair Working/Obedience Intelligence,Male,No,58,0
7241,84A5D7,Saint Bernard,Fair Working/Obedience Intelligence,Female,Yes,72,45.40140984
7242,3C9993,Saint Bernard,Fair Working/Obedience Intelligence,Male,No,34,0
7243,9FAEBB,Saint Bernard,Fair Working/Obedience Intelligence,Male,No,77,0
7244,E4B556,Saint Bernard,Fair Working/Obedience Intelligence,Female,No,49,0
7245,D436AE,Saint Bernard,Fair Working/Obedience Intelligence,Male,Yes,74,51.76455919
7246,CEDBA4,Saint Bernard,Fair Working/Obedience Intelligence,Male,Yes,73,45.33454435
7247,E41E2A,Saint Bernard,Fair Working/Obedience Intelligence,Male,Yes,92,63.6575029
7248,96963A,Saint Bernard,Fair Working/Obedience Intelligence,Male,No,82,0
7249,66BDB5,Saint Bernard,Fair Working/Obedience Intelligence,Male,Yes,85,53.84031515
7250,CCD0D2,Saint Bernard,Fair Working/Obedience Intelligence,Female,Yes,89,58.45325207
7251,51A59B,Saint Bernard,Fair Working/Obedience Intelligence,Female,No,66,0
7252,58DC32,Saint Bernard,Fair Working/Obedience Intelligence,Male,No,98,0
7253,C8AA3C,Saint Bernard,Fair Working/Obedience Intelligence,Male,Yes,97,57.93693522
7254,8.86E+03,Saint Bernard,Fair Working/Obedience Intelligence,Male,No,79,0
7255,723CFD,Saint Bernard,Fair Working/Obedience Intelligence,Male,No,76,0
7256,4B6F7A,Saint Bernard,Fair Working/Obedience Intelligence,Male,Yes,81,56.41742953
7257,62DA1B,Bull Terrier,Fair Working/Obedience Intelligence,Male,Yes,113,78.12400275
7258,CB76D0,Bull Terrier,Fair Working/Obedience Intelligence,Male,Yes,82,51.39265784
7259,83217E,Bull Terrier,Fair Working/Obedience Intelligence,Male,Yes,94,63.44299095
7260,E6EB28,Bull Terrier,Fair Working/Obedience Intelligence,Female,No,71,0
7261,673E6F,Bull Terrier,Fair Working/Obedience Intelligence,Female,Yes,88,60.89270756
7262,7A77BA,Bull Terrier,Fair Working/Obedience Intelligence,Female,Yes,102,77.05632487
7263,E108E3,Bull Terrier,Fair Working/Obedience Intelligence,Male,No,82,0
7264,50A5F6,Bull Terrier,Fair Working/Obedience Intelligence,Female,Yes,93,59.39547126
7265,4DF64D,Bull Terrier,Fair Working/Obedience Intelligence,Male,No,62,0
7266,A5CDB1,Bull Terrier,Fair Working/Obedience Intelligence,Male,No,76,0
7267,860F91,Bull Terrier,Fair Working/Obedience Intelligence,Male,No,82,0
7268,8.90E+18,Bull Terrier,Fair Working/Obedience Intelligence,Male,No,42,0
7269,C16770,Bull Terrier,Fair Working/Obedience Intelligence,Male,No,75,0
7270,B58083,Bull Terrier,Fair Working/Obedience Intelligence,Female,Yes,94,58.86201389
7271,09F1DB,Bull Terrier,Fair Working/Obedience Intelligence,Female,Yes,99,67.90736115
7272,91F73F,Bull Terrier,Fair Working/Obedience Intelligence,Female,Yes,105,77.51574932
7273,1BE621,Bull Terrier,Fair Working/Obedience Intelligence,Female,No,65,0
7274,9.27E+04,Bull Terrier,Fair Working/Obedience Intelligence,Female,Yes,100,61.28626022
7275,40E51A,Bull Terrier,Fair Working/Obedience Intelligence,Male,No,68,0
7276,1B1BDA,Bull Terrier,Fair Working/Obedience Intelligence,Female,No,95,0
7277,6E56AF,Bull Terrier,Fair Working/Obedience Intelligence,Female,No,63,0
7278,B4CB50,Bull Terrier,Fair Working/Obedience Intelligence,Female,Yes,99,67.89426549
7279,191C47,Bull Terrier,Fair Working/Obedience Intelligence,Male,Yes,78,52.52042496
7280,34A5C9,Bull Terrier,Fair Working/Obedience Intelligence,Male,No,71,0
7281,1FB57B,Bull Terrier,Fair Working/Obedience Intelligence,Female,Yes,100,65.81871791
7282,0709A5,Bull Terrier,Fair Working/Obedience Intelligence,Female,No,47,0
7283,B9D7F3,Bull Terrier,Fair Working/Obedience Intelligence,Female,Yes,92,56.74012592
7284,308099,Bull Terrier,Fair Working/Obedience Intelligence,Female,No,83,0
7285,F8923B,Bull Terrier,Fair Working/Obedience Intelligence,Male,No,80,0
7286,FD99D9,Bull Terrier,Fair Working/Obedience Intelligence,Female,No,36,0
7287,49BAB8,Bull Terrier,Fair Working/Obedience Intelligence,Female,No,50,0
7288,343A62,Bull Terrier,Fair Working/Obedience Intelligence,Female,Yes,93,56.07276075
7289,E4EEFF,Bull Terrier,Fair Working/Obedience Intelligence,Male,Yes,96,68.65961893
7290,22172,Bull Terrier,Fair Working/Obedience Intelligence,Male,Yes,89,61.65157991
7291,BFAF39,Bull Terrier,Fair Working/Obedience Intelligence,Female,Yes,65,44.3682456
7292,0AD0BB,Bull Terrier,Fair Working/Obedience Intelligence,Male,No,69,0
7293,9A285C,Bull Terrier,Fair Working/Obedience Intelligence,Female,No,70,0
7294,7E2415,Bull Terrier,Fair Working/Obedience Intelligence,Male,Yes,67,48.32731557
7295,DEAE5C,Bull Terrier,Fair Working/Obedience Intelligence,Female,Yes,97,61.56223955
7296,E2E60F,Bull Terrier,Fair Working/Obedience Intelligence,Female,Yes,58,39.59090753
7297,E7F86E,Bull Terrier,Fair Working/Obedience Intelligence,Female,No,88,0
7298,FB272B,Bull Terrier,Fair Working/Obedience Intelligence,Male,Yes,77,51.22307211
7299,D0981E,Bull Terrier,Fair Working/Obedience Intelligence,Female,Yes,71,46.83102481
7300,C09245,Bull Terrier,Fair Working/Obedience Intelligence,Female,No,59,0
7301,FBF58F,Bull Terrier,Fair Working/Obedience Intelligence,Male,Yes,83,50.80964661
7302,3AF452,Bull Terrier,Fair Working/Obedience Intelligence,Female,No,30,0
7303,B9512A,Bull Terrier,Fair Working/Obedience Intelligence,Male,Yes,71,44.22040407
7304,69620B,Bull Terrier,Fair Working/Obedience Intelligence,Male,Yes,71,44.16976111
7305,6D1457,Bull Terrier,Fair Working/Obedience Intelligence,Female,No,58,0
7306,EBD4B7,Bull Terrier,Fair Working/Obedience Intelligence,Female,No,56,0
7307,69F09C,Bull Terrier,Fair Working/Obedience Intelligence,Female,No,62,0
7308,9E840D,Chihuahua,Fair Working/Obedience Intelligence,Female,Yes,80,49.98243566
7309,C159BC,Chihuahua,Fair Working/Obedience Intelligence,Female,Yes,79,59.71980431
7310,D21C1B,Chihuahua,Fair Working/Obedience Intelligence,Male,Yes,89,59.08407817
7311,6241C0,Chihuahua,Fair Working/Obedience Intelligence,Female,Yes,96,62.49872433
7312,ECD77E,Chihuahua,Fair Working/Obedience Intelligence,Male,Yes,59,39.85954335
7313,F59565,Chihuahua,Fair Working/Obedience Intelligence,Female,Yes,89,53.72826964
7314,2383A8,Chihuahua,Fair Working/Obedience Intelligence,Male,Yes,82,49.9748629
7315,903E3E,Chihuahua,Fair Working/Obedience Intelligence,Female,Yes,67,44.0120994
7316,9ADD37,Chihuahua,Fair Working/Obedience Intelligence,Male,No,67,0
7317,796A36,Chihuahua,Fair Working/Obedience Intelligence,Female,Yes,79,48.43051803
7318,268F7C,Chihuahua,Fair Working/Obedience Intelligence,Female,Yes,97,57.62499167
7319,E336BB,Chihuahua,Fair Working/Obedience Intelligence,Male,Yes,65,49.25394593
7320,032D59,Chihuahua,Fair Working/Obedience Intelligence,Female,Yes,95,62.93003315
7321,08E7BA,Chihuahua,Fair Working/Obedience Intelligence,Male,No,54,0
7322,8.40E+04,Chihuahua,Fair Working/Obedience Intelligence,Female,No,58,0
7323,C0D9AD,Chihuahua,Fair Working/Obedience Intelligence,Female,No,69,0
7324,F6D381,Chihuahua,Fair Working/Obedience Intelligence,Male,Yes,101,65.46540861
7325,A95E4D,Chihuahua,Fair Working/Obedience Intelligence,Female,Yes,78,51.3294322
7326,0A7071,Chihuahua,Fair Working/Obedience Intelligence,Female,Yes,83,60.40674094
7327,26ACB6,Chihuahua,Fair Working/Obedience Intelligence,Male,No,68,0
7328,1ED623,Chihuahua,Fair Working/Obedience Intelligence,Male,Yes,92,63.9618512
7329,BE8B21,Chihuahua,Fair Working/Obedience Intelligence,Female,No,74,0
7330,4F3487,Chihuahua,Fair Working/Obedience Intelligence,Female,Yes,57,36.58332741
7331,964353,Chihuahua,Fair Working/Obedience Intelligence,Female,Yes,91,65.46755487
7332,1605A4,Chihuahua,Fair Working/Obedience Intelligence,Female,Yes,87,56.78178259
7333,FB6294,Chihuahua,Fair Working/Obedience Intelligence,Male,Yes,86,61.6927213
7334,5D2B63,Chihuahua,Fair Working/Obedience Intelligence,Male,No,99,0
7335,B69E86,Chihuahua,Fair Working/Obedience Intelligence,Male,No,84,0
7336,3495A1,Chihuahua,Fair Working/Obedience Intelligence,Male,Yes,96,65.81400905
7337,6EA0B6,Chihuahua,Fair Working/Obedience Intelligence,Female,Yes,89,57.53049032
7338,85003B,Chihuahua,Fair Working/Obedience Intelligence,Male,No,71,0
7339,0F25FF,Chihuahua,Fair Working/Obedience Intelligence,Female,Yes,117,83.33887029
7340,D367A9,Chihuahua,Fair Working/Obedience Intelligence,Male,Yes,67,50.43432923
7341,2.38E+02,Chihuahua,Fair Working/Obedience Intelligence,Female,Yes,88,59.51527382
7342,D81220,Chihuahua,Fair Working/Obedience Intelligence,Female,No,49,0
7343,4AF7ED,Chihuahua,Fair Working/Obedience Intelligence,Female,Yes,80,50.08452211
7344,77913C,Chihuahua,Fair Working/Obedience Intelligence,Male,Yes,64,45.17041417
7345,8ECC69,Chihuahua,Fair Working/Obedience Intelligence,Female,Yes,105,72.40522174
7346,0C924C,Chihuahua,Fair Working/Obedience Intelligence,Male,Yes,75,49.33646258
7347,7F9EB4,Chihuahua,Fair Working/Obedience Intelligence,Female,No,61,0
7348,755D2A,Chihuahua,Fair Working/Obedience Intelligence,Male,No,68,0
7349,B55E09,Chihuahua,Fair Working/Obedience Intelligence,Female,Yes,90,62.13028056
7350,CCD956,Chihuahua,Fair Working/Obedience Intelligence,Female,Yes,96,68.91913435
7351,FABF4D,Chihuahua,Fair Working/Obedience Intelligence,Male,No,96,0
7352,00E343,Chihuahua,Fair Working/Obedience Intelligence,Male,No,47,0
7353,D6E9DE,Chihuahua,Fair Working/Obedience Intelligence,Male,No,77,0
7354,DB7526,Chihuahua,Fair Working/Obedience Intelligence,Female,Yes,74,45.93423982
7355,519BF0,Chihuahua,Fair Working/Obedience Intelligence,Female,No,58,0
7356,17F68E,Chihuahua,Fair Working/Obedience Intelligence,Male,No,88,0
7357,3D00E9,Chihuahua,Fair Working/Obedience Intelligence,Male,Yes,79,51.20959381
7358,B2ACBC,Chihuahua,Fair Working/Obedience Intelligence,Male,No,77,0
7359,47AE56,Chihuahua,Fair Working/Obedience Intelligence,Male,Yes,63,39.5370098
